method,env_id,seed,policy_mode,seed_offset,episode_seeds_hash,ckpt_step,episodes,mean_return,std_return,min_return,max_return,mean_length,std_length,ckpt_path
glpe,Ant-v5,0,mode,0,0309058c7162,0,20,984.451615,2.440617,981.487478,990.448987,1000.000000,0.000000,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed0__ant5_glpe/checkpoints/ckpt_step_0.pt
glpe,Ant-v5,0,mode,0,0309058c7162,163840,20,956.695158,189.746329,339.260585,1141.495497,928.300000,180.421756,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed0__ant5_glpe/checkpoints/ckpt_step_163840.pt
glpe,Ant-v5,0,mode,0,0309058c7162,311296,20,471.109362,412.544070,16.370568,1076.127665,501.600000,455.773233,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed0__ant5_glpe/checkpoints/ckpt_step_311296.pt
glpe,Ant-v5,0,mode,0,0309058c7162,458752,20,519.881337,417.559227,24.533717,1069.249627,523.550000,444.788205,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed0__ant5_glpe/checkpoints/ckpt_step_458752.pt
glpe,Ant-v5,0,mode,0,0309058c7162,606208,20,441.593239,395.379003,19.075692,1003.590526,422.700000,430.402498,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed0__ant5_glpe/checkpoints/ckpt_step_606208.pt
glpe,Ant-v5,0,mode,0,0309058c7162,753664,20,477.526673,397.989864,24.683176,1072.810110,456.100000,417.456333,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed0__ant5_glpe/checkpoints/ckpt_step_753664.pt
glpe,Ant-v5,0,mode,0,0309058c7162,901120,20,434.017539,415.083573,33.084553,1225.747355,383.350000,419.996223,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed0__ant5_glpe/checkpoints/ckpt_step_901120.pt
glpe,Ant-v5,0,mode,0,0309058c7162,1064960,20,590.386657,447.569746,32.769732,1378.545573,490.500000,425.322995,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed0__ant5_glpe/checkpoints/ckpt_step_1064960.pt
glpe,Ant-v5,0,mode,0,0309058c7162,1212416,20,840.872115,440.057708,72.171384,1456.278615,729.150000,409.786807,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed0__ant5_glpe/checkpoints/ckpt_step_1212416.pt
glpe,Ant-v5,0,mode,0,0309058c7162,1359872,20,1142.957645,496.024844,142.018883,1768.056905,790.650000,327.192493,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed0__ant5_glpe/checkpoints/ckpt_step_1359872.pt
glpe,Ant-v5,0,mode,0,0309058c7162,1507328,20,966.170222,569.799835,42.993867,1897.554634,615.100000,366.273655,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed0__ant5_glpe/checkpoints/ckpt_step_1507328.pt
glpe,Ant-v5,0,mode,0,0309058c7162,3014656,20,1984.554842,665.031259,445.401518,2684.871596,860.650000,254.084882,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed0__ant5_glpe/checkpoints/ckpt_step_3014656.pt
glpe,Ant-v5,0,mode,0,0309058c7162,4521984,20,2602.984407,894.659865,1020.641311,3595.394904,900.200000,189.130537,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed0__ant5_glpe/checkpoints/ckpt_step_4521984.pt
glpe,Ant-v5,0,mode,0,0309058c7162,6029312,20,3061.889792,1156.214409,1084.537859,4311.135294,976.400000,72.093966,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed0__ant5_glpe/checkpoints/ckpt_step_6029312.pt
glpe,Ant-v5,0,mode,0,0309058c7162,7536640,20,4165.887064,1264.713362,534.185874,5050.120807,933.650000,199.556327,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed0__ant5_glpe/checkpoints/ckpt_step_7536640.pt
glpe,Ant-v5,0,mode,0,0309058c7162,9043968,20,4533.219259,1270.821375,950.275419,5388.423565,901.700000,243.960058,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed0__ant5_glpe/checkpoints/ckpt_step_9043968.pt
glpe,Ant-v5,0,mode,0,0309058c7162,10551296,20,5278.096557,608.385271,3264.099073,5618.398882,985.100000,64.947594,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed0__ant5_glpe/checkpoints/ckpt_step_10551296.pt
glpe,Ant-v5,0,mode,0,0309058c7162,12058624,20,5652.840085,132.329632,5398.193907,5974.654167,1000.000000,0.000000,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed0__ant5_glpe/checkpoints/ckpt_step_12058624.pt
glpe,Ant-v5,0,mode,0,0309058c7162,13565952,20,5278.543139,1376.318336,75.528032,5920.879104,926.450000,232.878611,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed0__ant5_glpe/checkpoints/ckpt_step_13565952.pt
glpe,Ant-v5,0,mode,0,0309058c7162,15000000,20,5648.818978,490.244051,3582.885557,6040.111885,1000.000000,0.000000,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed0__ant5_glpe/checkpoints/ckpt_step_15000000.pt
glpe,Ant-v5,1,mode,0,ce02aec49875,0,20,978.547508,1.646318,975.548593,981.261104,1000.000000,0.000000,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed1__ant5_glpe/checkpoints/ckpt_step_0.pt
glpe,Ant-v5,1,mode,0,ce02aec49875,163840,20,957.605015,68.840627,707.960029,1045.818227,986.300000,59.716916,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed1__ant5_glpe/checkpoints/ckpt_step_163840.pt
glpe,Ant-v5,1,mode,0,ce02aec49875,311296,20,892.806392,318.074792,19.414741,1263.536050,800.150000,292.890982,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed1__ant5_glpe/checkpoints/ckpt_step_311296.pt
glpe,Ant-v5,1,mode,0,ce02aec49875,458752,20,920.022347,255.920730,321.763745,1327.295566,844.750000,253.165731,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed1__ant5_glpe/checkpoints/ckpt_step_458752.pt
glpe,Ant-v5,1,mode,0,ce02aec49875,606208,20,843.536493,308.283922,33.422806,1199.919297,823.150000,324.145534,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed1__ant5_glpe/checkpoints/ckpt_step_606208.pt
glpe,Ant-v5,1,mode,0,ce02aec49875,753664,20,576.376722,395.419461,30.592523,1122.365449,571.650000,440.259954,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed1__ant5_glpe/checkpoints/ckpt_step_753664.pt
glpe,Ant-v5,1,mode,0,ce02aec49875,901120,20,739.712903,444.348901,36.398793,1493.865461,646.800000,418.120150,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed1__ant5_glpe/checkpoints/ckpt_step_901120.pt
glpe,Ant-v5,1,mode,0,ce02aec49875,1064960,20,609.151261,555.697220,22.079321,1583.086042,463.800000,443.918416,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed1__ant5_glpe/checkpoints/ckpt_step_1064960.pt
glpe,Ant-v5,1,mode,0,ce02aec49875,1212416,20,505.768130,423.668405,10.805089,1323.927344,423.150000,428.090677,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed1__ant5_glpe/checkpoints/ckpt_step_1212416.pt
glpe,Ant-v5,1,mode,0,ce02aec49875,1359872,20,659.254682,526.757560,26.011671,2000.109618,529.350000,433.140656,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed1__ant5_glpe/checkpoints/ckpt_step_1359872.pt
glpe,Ant-v5,1,mode,0,ce02aec49875,1507328,20,522.393488,461.538299,47.238720,1660.189218,358.050000,381.857496,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed1__ant5_glpe/checkpoints/ckpt_step_1507328.pt
glpe,Ant-v5,1,mode,0,ce02aec49875,3014656,20,1425.650776,712.647629,209.047728,2542.590328,720.150000,327.555381,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed1__ant5_glpe/checkpoints/ckpt_step_3014656.pt
glpe,Ant-v5,1,mode,0,ce02aec49875,4521984,20,2231.155222,881.134999,426.076561,3004.616321,851.150000,280.734443,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed1__ant5_glpe/checkpoints/ckpt_step_4521984.pt
glpe,Ant-v5,1,mode,0,ce02aec49875,6029312,20,2837.335325,726.860287,681.588695,3300.278703,905.900000,228.944950,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed1__ant5_glpe/checkpoints/ckpt_step_6029312.pt
glpe,Ant-v5,1,mode,0,ce02aec49875,7536640,20,3579.318943,1136.072140,126.398868,4296.008076,904.750000,261.973448,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed1__ant5_glpe/checkpoints/ckpt_step_7536640.pt
glpe,Ant-v5,1,mode,0,ce02aec49875,9043968,20,3829.299502,1472.905329,421.733872,4876.359381,891.500000,266.083352,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed1__ant5_glpe/checkpoints/ckpt_step_9043968.pt
glpe,Ant-v5,1,mode,0,ce02aec49875,10551296,20,4443.832723,1413.218542,517.238132,5208.121823,921.850000,236.468661,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed1__ant5_glpe/checkpoints/ckpt_step_10551296.pt
glpe,Ant-v5,1,mode,0,ce02aec49875,12058624,20,4751.711364,1624.089085,51.332232,5959.555297,889.900000,292.369783,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed1__ant5_glpe/checkpoints/ckpt_step_12058624.pt
glpe,Ant-v5,1,mode,0,ce02aec49875,13565952,20,5564.414564,109.189769,5404.771604,5770.923426,1000.000000,0.000000,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed1__ant5_glpe/checkpoints/ckpt_step_13565952.pt
glpe,Ant-v5,1,mode,0,ce02aec49875,15000000,20,5079.751813,1764.126249,325.865132,6049.669719,876.050000,297.831576,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed1__ant5_glpe/checkpoints/ckpt_step_15000000.pt
glpe,Ant-v5,2,mode,0,df38698cb43b,0,20,978.858862,3.869221,973.998322,985.423927,1000.000000,0.000000,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed2__ant5_glpe/checkpoints/ckpt_step_0.pt
glpe,Ant-v5,2,mode,0,df38698cb43b,163840,20,924.328657,49.922148,816.524040,1008.615648,1000.000000,0.000000,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed2__ant5_glpe/checkpoints/ckpt_step_163840.pt
glpe,Ant-v5,2,mode,0,df38698cb43b,311296,20,635.380737,360.616196,41.162175,1155.460926,648.500000,388.806443,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed2__ant5_glpe/checkpoints/ckpt_step_311296.pt
glpe,Ant-v5,2,mode,0,df38698cb43b,458752,20,631.817521,370.591301,61.232833,1033.051597,674.200000,419.827060,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed2__ant5_glpe/checkpoints/ckpt_step_458752.pt
glpe,Ant-v5,2,mode,0,df38698cb43b,606208,20,234.322508,228.108723,49.392223,814.264508,206.550000,284.132975,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed2__ant5_glpe/checkpoints/ckpt_step_606208.pt
glpe,Ant-v5,2,mode,0,df38698cb43b,753664,20,592.001698,425.631669,21.080970,1055.938061,600.100000,451.380981,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed2__ant5_glpe/checkpoints/ckpt_step_753664.pt
glpe,Ant-v5,2,mode,0,df38698cb43b,901120,20,382.776548,377.677403,42.219097,1089.345315,332.500000,398.677000,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed2__ant5_glpe/checkpoints/ckpt_step_901120.pt
glpe,Ant-v5,2,mode,0,df38698cb43b,1064960,20,584.310185,397.551363,84.302202,1375.125180,517.850000,411.441281,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed2__ant5_glpe/checkpoints/ckpt_step_1064960.pt
glpe,Ant-v5,2,mode,0,df38698cb43b,1212416,20,582.404526,478.877837,40.555919,1509.270239,482.550000,437.048793,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed2__ant5_glpe/checkpoints/ckpt_step_1212416.pt
glpe,Ant-v5,2,mode,0,df38698cb43b,1359872,20,683.359013,406.583190,27.811188,1481.964793,542.750000,395.461234,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed2__ant5_glpe/checkpoints/ckpt_step_1359872.pt
glpe,Ant-v5,2,mode,0,df38698cb43b,1507328,20,1075.156752,616.887938,34.423391,1973.042724,667.150000,378.606692,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed2__ant5_glpe/checkpoints/ckpt_step_1507328.pt
glpe,Ant-v5,2,mode,0,df38698cb43b,3014656,20,1830.187960,603.537579,909.665134,2565.322268,873.300000,213.949550,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed2__ant5_glpe/checkpoints/ckpt_step_3014656.pt
glpe,Ant-v5,2,mode,0,df38698cb43b,4521984,20,2206.084856,896.361388,114.448925,3146.389744,850.200000,313.752227,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed2__ant5_glpe/checkpoints/ckpt_step_4521984.pt
glpe,Ant-v5,2,mode,0,df38698cb43b,6029312,20,2554.114770,800.826172,348.242046,3207.231080,927.200000,216.812500,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed2__ant5_glpe/checkpoints/ckpt_step_6029312.pt
glpe,Ant-v5,2,mode,0,df38698cb43b,7536640,20,3233.162388,395.329379,1859.700952,3532.456506,984.250000,68.652658,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed2__ant5_glpe/checkpoints/ckpt_step_7536640.pt
glpe,Ant-v5,2,mode,0,df38698cb43b,9043968,20,3609.616601,252.155044,2573.457036,3837.904572,1000.000000,0.000000,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed2__ant5_glpe/checkpoints/ckpt_step_9043968.pt
glpe,Ant-v5,2,mode,0,df38698cb43b,10551296,20,3595.490489,788.399199,381.529923,4016.221094,932.400000,202.059249,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed2__ant5_glpe/checkpoints/ckpt_step_10551296.pt
glpe,Ant-v5,2,mode,0,df38698cb43b,12058624,20,3888.434629,619.004315,1253.905816,4190.261337,962.750000,145.468510,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed2__ant5_glpe/checkpoints/ckpt_step_12058624.pt
glpe,Ant-v5,2,mode,0,df38698cb43b,13565952,20,3035.639823,1509.856273,66.893353,4209.809214,775.950000,368.026558,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed2__ant5_glpe/checkpoints/ckpt_step_13565952.pt
glpe,Ant-v5,2,mode,0,df38698cb43b,15000000,20,3223.353225,1591.032075,79.810700,4414.169712,798.550000,370.766163,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed2__ant5_glpe/checkpoints/ckpt_step_15000000.pt
glpe,Ant-v5,3,mode,0,17324432796e,0,20,994.536982,4.615500,986.951631,1004.228942,1000.000000,0.000000,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed3__ant5_glpe/checkpoints/ckpt_step_0.pt
glpe,Ant-v5,3,mode,0,17324432796e,163840,20,946.650568,108.724003,803.218454,1172.495098,1000.000000,0.000000,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed3__ant5_glpe/checkpoints/ckpt_step_163840.pt
glpe,Ant-v5,3,mode,0,17324432796e,311296,20,876.829799,236.733224,112.936227,1161.363528,880.300000,232.714439,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed3__ant5_glpe/checkpoints/ckpt_step_311296.pt
glpe,Ant-v5,3,mode,0,17324432796e,458752,20,810.392346,264.474111,145.125607,1095.751997,836.450000,306.220096,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed3__ant5_glpe/checkpoints/ckpt_step_458752.pt
glpe,Ant-v5,3,mode,0,17324432796e,606208,20,684.353101,402.493538,68.017265,1128.342406,679.350000,416.603442,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed3__ant5_glpe/checkpoints/ckpt_step_606208.pt
glpe,Ant-v5,3,mode,0,17324432796e,753664,20,442.261916,376.583869,35.798896,1076.856994,403.200000,402.995732,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed3__ant5_glpe/checkpoints/ckpt_step_753664.pt
glpe,Ant-v5,3,mode,0,17324432796e,901120,20,572.036573,436.391780,12.874269,1229.602182,516.600000,434.919234,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed3__ant5_glpe/checkpoints/ckpt_step_901120.pt
glpe,Ant-v5,3,mode,0,17324432796e,1064960,20,592.563149,479.636910,34.565843,1632.758721,513.750000,450.719855,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed3__ant5_glpe/checkpoints/ckpt_step_1064960.pt
glpe,Ant-v5,3,mode,0,17324432796e,1212416,20,798.362213,393.739063,77.604329,1307.873440,615.050000,378.072939,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed3__ant5_glpe/checkpoints/ckpt_step_1212416.pt
glpe,Ant-v5,3,mode,0,17324432796e,1359872,20,723.854120,519.210668,11.234746,1586.491428,500.250000,395.777321,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed3__ant5_glpe/checkpoints/ckpt_step_1359872.pt
glpe,Ant-v5,3,mode,0,17324432796e,1507328,20,1201.970891,462.007951,220.112678,1840.439419,782.900000,293.736429,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed3__ant5_glpe/checkpoints/ckpt_step_1507328.pt
glpe,Ant-v5,3,mode,0,17324432796e,3014656,20,1554.170816,647.409954,80.464728,2609.780303,902.150000,248.822683,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed3__ant5_glpe/checkpoints/ckpt_step_3014656.pt
glpe,Ant-v5,3,mode,0,17324432796e,4521984,20,2258.787522,806.782122,637.410439,2953.503742,944.100000,184.074143,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed3__ant5_glpe/checkpoints/ckpt_step_4521984.pt
glpe,Ant-v5,3,mode,0,17324432796e,6029312,20,3001.138556,813.053916,111.273492,3530.126760,924.750000,234.917193,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed3__ant5_glpe/checkpoints/ckpt_step_6029312.pt
glpe,Ant-v5,3,mode,0,17324432796e,7536640,20,3161.769937,917.951724,493.282952,3894.000710,903.400000,239.360899,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed3__ant5_glpe/checkpoints/ckpt_step_7536640.pt
glpe,Ant-v5,3,mode,0,17324432796e,9043968,20,3761.452855,678.510807,850.402868,4105.782432,1000.000000,0.000000,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed3__ant5_glpe/checkpoints/ckpt_step_9043968.pt
glpe,Ant-v5,3,mode,0,17324432796e,10551296,20,4169.379012,1059.554580,229.555805,4703.771212,951.050000,202.407874,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed3__ant5_glpe/checkpoints/ckpt_step_10551296.pt
glpe,Ant-v5,3,mode,0,17324432796e,12058624,20,4426.145715,858.226748,2217.056975,5131.685101,935.650000,142.770191,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed3__ant5_glpe/checkpoints/ckpt_step_12058624.pt
glpe,Ant-v5,3,mode,0,17324432796e,13565952,20,4455.751506,1660.872448,798.631425,5634.717849,828.600000,303.570651,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed3__ant5_glpe/checkpoints/ckpt_step_13565952.pt
glpe,Ant-v5,3,mode,0,17324432796e,15000000,20,5110.359609,1117.111445,2214.387119,5936.918224,950.100000,155.842837,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed3__ant5_glpe/checkpoints/ckpt_step_15000000.pt
glpe,Ant-v5,4,mode,0,2fe3694bb5e5,0,20,991.614692,2.622141,988.057382,997.695565,1000.000000,0.000000,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed4__ant5_glpe/checkpoints/ckpt_step_0.pt
glpe,Ant-v5,4,mode,0,2fe3694bb5e5,163840,20,1069.360805,137.876842,876.973850,1286.317857,1000.000000,0.000000,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed4__ant5_glpe/checkpoints/ckpt_step_163840.pt
glpe,Ant-v5,4,mode,0,2fe3694bb5e5,311296,20,902.776661,322.430901,99.162897,1334.407959,830.900000,293.800596,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed4__ant5_glpe/checkpoints/ckpt_step_311296.pt
glpe,Ant-v5,4,mode,0,2fe3694bb5e5,458752,20,704.405099,434.067378,61.702428,1487.650357,618.950000,409.023407,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed4__ant5_glpe/checkpoints/ckpt_step_458752.pt
glpe,Ant-v5,4,mode,0,2fe3694bb5e5,606208,20,438.799515,406.670982,40.117326,1198.666942,367.600000,391.206774,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed4__ant5_glpe/checkpoints/ckpt_step_606208.pt
glpe,Ant-v5,4,mode,0,2fe3694bb5e5,753664,20,582.992230,457.523407,80.039200,1402.236227,499.550000,437.993776,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed4__ant5_glpe/checkpoints/ckpt_step_753664.pt
glpe,Ant-v5,4,mode,0,2fe3694bb5e5,901120,20,560.482863,424.707958,59.021917,1484.356000,482.000000,401.826206,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed4__ant5_glpe/checkpoints/ckpt_step_901120.pt
glpe,Ant-v5,4,mode,0,2fe3694bb5e5,1064960,20,490.122147,434.768420,35.767006,1622.082284,342.350000,350.049607,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed4__ant5_glpe/checkpoints/ckpt_step_1064960.pt
glpe,Ant-v5,4,mode,0,2fe3694bb5e5,1212416,20,743.166570,436.947645,132.269006,1639.868887,539.650000,387.221419,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed4__ant5_glpe/checkpoints/ckpt_step_1212416.pt
glpe,Ant-v5,4,mode,0,2fe3694bb5e5,1359872,20,894.987555,571.931420,76.764836,1986.109214,546.950000,374.026266,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed4__ant5_glpe/checkpoints/ckpt_step_1359872.pt
glpe,Ant-v5,4,mode,0,2fe3694bb5e5,1507328,20,1186.201384,649.339081,23.147573,2054.692508,662.350000,360.739141,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed4__ant5_glpe/checkpoints/ckpt_step_1507328.pt
glpe,Ant-v5,4,mode,0,2fe3694bb5e5,3014656,20,1919.186056,969.986779,335.419829,3076.470348,809.000000,304.933927,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed4__ant5_glpe/checkpoints/ckpt_step_3014656.pt
glpe,Ant-v5,4,mode,0,2fe3694bb5e5,4521984,20,3275.389403,1057.058959,395.988562,4227.693258,854.300000,264.247441,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed4__ant5_glpe/checkpoints/ckpt_step_4521984.pt
glpe,Ant-v5,4,mode,0,2fe3694bb5e5,6029312,20,3650.329288,1616.312312,280.732061,5002.786853,800.150000,349.133395,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed4__ant5_glpe/checkpoints/ckpt_step_6029312.pt
glpe,Ant-v5,4,mode,0,2fe3694bb5e5,7536640,20,4646.623964,372.540422,3173.626576,4977.894194,994.900000,22.230385,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed4__ant5_glpe/checkpoints/ckpt_step_7536640.pt
glpe,Ant-v5,4,mode,0,2fe3694bb5e5,9043968,20,5101.841433,1016.210283,702.246163,5556.068553,955.400000,185.215928,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed4__ant5_glpe/checkpoints/ckpt_step_9043968.pt
glpe,Ant-v5,4,mode,0,2fe3694bb5e5,10551296,20,5531.755712,149.145171,5220.718363,5895.613565,999.350000,2.833284,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed4__ant5_glpe/checkpoints/ckpt_step_10551296.pt
glpe,Ant-v5,4,mode,0,2fe3694bb5e5,12058624,20,5504.968611,289.585092,4479.678559,5787.161524,1000.000000,0.000000,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed4__ant5_glpe/checkpoints/ckpt_step_12058624.pt
glpe,Ant-v5,4,mode,0,2fe3694bb5e5,13565952,20,5386.748026,551.151019,3307.607208,5748.517638,1000.000000,0.000000,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed4__ant5_glpe/checkpoints/ckpt_step_13565952.pt
glpe,Ant-v5,4,mode,0,2fe3694bb5e5,15000000,20,4680.626369,1729.761024,-436.556196,5614.283544,984.900000,65.819374,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed4__ant5_glpe/checkpoints/ckpt_step_15000000.pt
glpe,Ant-v5,5,mode,0,aa37a2b91567,0,20,985.544530,1.442716,981.425712,987.948453,1000.000000,0.000000,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed5__ant5_glpe/checkpoints/ckpt_step_0.pt
glpe,Ant-v5,5,mode,0,aa37a2b91567,163840,20,1007.392035,74.882030,887.316583,1123.232570,1000.000000,0.000000,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed5__ant5_glpe/checkpoints/ckpt_step_163840.pt
glpe,Ant-v5,5,mode,0,aa37a2b91567,311296,20,681.374418,354.518776,25.779024,1140.312230,683.850000,389.153989,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed5__ant5_glpe/checkpoints/ckpt_step_311296.pt
glpe,Ant-v5,5,mode,0,aa37a2b91567,458752,20,787.688592,347.118020,84.802213,1281.138009,740.350000,358.489927,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed5__ant5_glpe/checkpoints/ckpt_step_458752.pt
glpe,Ant-v5,5,mode,0,aa37a2b91567,606208,20,281.011101,329.647719,27.457767,1124.191214,229.800000,329.173450,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed5__ant5_glpe/checkpoints/ckpt_step_606208.pt
glpe,Ant-v5,5,mode,0,aa37a2b91567,753664,20,408.377387,313.941959,20.602884,1023.445028,271.650000,280.202119,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed5__ant5_glpe/checkpoints/ckpt_step_753664.pt
glpe,Ant-v5,5,mode,0,aa37a2b91567,901120,20,664.851100,487.770493,40.928531,1438.855488,541.800000,433.170936,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed5__ant5_glpe/checkpoints/ckpt_step_901120.pt
glpe,Ant-v5,5,mode,0,aa37a2b91567,1064960,20,548.515599,455.183541,51.682335,1284.578752,440.650000,426.283858,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed5__ant5_glpe/checkpoints/ckpt_step_1064960.pt
glpe,Ant-v5,5,mode,0,aa37a2b91567,1212416,20,578.294298,405.831456,41.833973,1049.709416,487.400000,431.340399,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed5__ant5_glpe/checkpoints/ckpt_step_1212416.pt
glpe,Ant-v5,5,mode,0,aa37a2b91567,1359872,20,575.135002,541.901901,21.739002,1740.000531,402.400000,403.486852,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed5__ant5_glpe/checkpoints/ckpt_step_1359872.pt
glpe,Ant-v5,5,mode,0,aa37a2b91567,1507328,20,923.266088,492.273507,31.257235,1795.722992,701.500000,409.389607,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed5__ant5_glpe/checkpoints/ckpt_step_1507328.pt
glpe,Ant-v5,5,mode,0,aa37a2b91567,3014656,20,1509.154074,756.303694,240.712659,2596.848464,768.700000,343.047533,/workspace/VM_00/code/runs_suite/glpe__Ant-v5__seed5__ant5_glpe/checkpoints/ckpt_step_3014656.pt
