method,env_id,ckpt_step,per_seed_ckpt_policy,episodes_per_seed,n_runs,n_seeds,seeds,mean_return_mean,mean_return_std,mean_return_se,mean_return_ci95_lo,mean_return_ci95_hi,mean_length_mean,mean_length_std,mean_length_se,mean_length_ci95_lo,mean_length_ci95_hi
glpe_impact_only,Ant-v5,4521984,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",2634.1352268806977,431.304345088086,152.4891135835042,2352.3277521763807,2939.6554838716183,911.26875,58.81617516412897,20.794658151005695,866.7781249999999,949.85671875
glpe_impact_only,Ant-v5,6029312,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",3378.416404653964,420.029451355081,148.5028366756214,3100.456621250533,3667.2859662793458,939.05,42.41182028633053,14.994842863464749,906.5685937500001,964.3879687499999
glpe_impact_only,Ant-v5,7536640,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",4095.6370521099625,478.28577499851497,169.0995574232566,3760.957409891182,4412.883333741171,967.9875,29.96450765071903,10.594053277369806,947.6792187500001,988.01546875
glpe_impact_only,Ant-v5,9043968,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",4410.947688285806,310.36858074976226,109.73186405770072,4207.073370933238,4625.154155587714,975.325,29.85366392923992,10.55486410381489,953.55,994.06875
glpe_impact_only,Ant-v5,10551296,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",4641.22041995142,626.8606349849915,221.6287029283963,4156.187019852659,5015.025238727243,936.53125,79.74677084959305,28.194741222738468,876.328125,982.8123437500001
glpe_impact_only,Ant-v5,12058624,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",4971.759840890995,677.7045530897689,239.60474256538706,4452.06363916954,5366.056989874302,964.85625,57.42646078627431,20.30331992075896,922.925,997.2882812500001
glpe_impact_only,Ant-v5,13565952,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",4956.735932226918,811.110147109821,286.77074265528626,4334.2286035690095,5363.039235553137,952.175,38.863688064824714,13.740388686278123,925.22984375,978.3170312499999
glpe_impact_only,Ant-v5,15000000,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",5233.286032902366,888.3045001619524,314.06306791152156,4540.686300144228,5673.138130169047,972.88125,37.975065318409904,13.42621310132486,945.2375,994.66875
glpe_impact_only,BipedalWalker-v3,0,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",-87.42102945104034,32.72009487416575,11.568300483294898,-103.5176430556622,-61.55909781745592,298.625,492.46373533997405,174.11222337367644,100.95640625000001,675.18125
glpe_impact_only,BipedalWalker-v3,81920,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",-42.443008071007355,32.97911143613105,11.659876666997542,-69.07061467429494,-22.045605396834855,1216.05625,665.0102609346998,235.11663253278078,640.74390625,1600.0
glpe_impact_only,BipedalWalker-v3,147456,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",-53.80031743579657,35.091903901797274,12.406861606853758,-81.0801726828874,-31.9433616996801,1177.3625,599.6808504060723,212.01919793492465,763.4912500000005,1571.1796874999986
glpe_impact_only,BipedalWalker-v3,212992,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",-45.14077254967488,28.93730326527222,10.230881684062805,-67.90301383634942,-29.895802990305203,1423.05625,468.14915854718515,165.5157223077454,1069.16875,1600.0
glpe_impact_only,BipedalWalker-v3,294912,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",-4.4936529277738835,44.29264294172852,15.659814090385353,-35.35436388632145,25.16988689892245,1423.8375,305.68879472226325,108.07730984042742,1164.24375,1600.0
glpe_impact_only,BipedalWalker-v3,360448,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",94.1935261706496,28.667632211443788,10.135538568636902,72.92244774129728,113.02624893920796,1499.125,180.35415853259386,63.76482425679537,1358.85703125,1600.0
glpe_impact_only,BipedalWalker-v3,425984,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",136.07982088565865,104.28143205243549,36.86905387806066,54.522660186683396,194.4787030854463,1403.0125,495.8873339466839,175.3226482691091,1026.1,1600.0
glpe_impact_only,BipedalWalker-v3,491520,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",194.0070734528415,44.101592078956934,15.592267410076689,162.4383260971917,224.1131244586892,1539.39375,93.03410811867603,32.892524366179124,1470.7582812500002,1590.0625
glpe_impact_only,BipedalWalker-v3,573440,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",222.5682820266724,38.543894424547915,13.627324560468095,193.7100476104713,247.3793166857461,1505.45625,144.53571884983137,51.101093461194026,1398.53125,1590.6375
glpe_impact_only,BipedalWalker-v3,638976,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",176.26806049405195,111.06992598319916,39.26914892430401,93.41184297172424,243.83768872003836,1287.25,392.8194408694661,138.88264521035376,991.9842187500001,1523.675
glpe_impact_only,BipedalWalker-v3,704512,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",208.83905933513304,68.29235918103954,24.14499514007022,161.46857811908666,251.17492706199897,1388.3375,245.72312257650887,86.87624313409133,1206.8743749999999,1535.9125
glpe_impact_only,BipedalWalker-v3,1409024,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",261.02609591951506,22.350850207493142,7.902218873501576,246.8242903855502,277.2447529509449,1395.05,138.08261566902618,48.81957695177211,1289.17234375,1470.28953125
glpe_impact_only,BipedalWalker-v3,2113536,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",268.4978791564663,15.054225337899426,5.322472410969514,259.5106331120689,280.27570517059604,1369.6625,184.8048121498734,65.33836793354078,1226.16203125,1456.1
glpe_impact_only,BipedalWalker-v3,2818048,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",267.13110890256803,18.281994995394534,6.463661317431,256.2835472210495,280.97439976922965,1339.51875,220.0578317986831,77.80219255902874,1159.4134374999999,1454.97125
glpe_impact_only,BipedalWalker-v3,3522560,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",264.5709416627809,29.592594743701934,10.462562208088508,243.7057226568694,283.047207642567,1309.425,216.6078859367775,76.58245250218879,1142.3303125000002,1422.5765625000001
glpe_impact_only,BipedalWalker-v3,4227072,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",276.54972862750395,15.234856009877618,5.386334997492545,267.61802700847403,287.83178442689024,1293.21875,210.0124534067861,74.25061496878115,1126.31390625,1391.2003125
glpe_impact_only,BipedalWalker-v3,4931584,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",273.92014491302825,27.08814758708107,9.577106424303519,254.3406436262341,290.11603112322945,1252.4375,200.28272633642175,70.81063697350667,1095.1625,1353.838125
glpe_impact_only,BipedalWalker-v3,5636096,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",281.1058625342106,14.055316851708636,4.969304928784366,271.892738603389,291.28514123834606,1270.05,204.6873164121314,72.3678947289473,1108.78125,1368.71796875
glpe_impact_only,BipedalWalker-v3,6340608,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",278.57351329287013,21.851776561822668,7.725769693919034,262.0691075751717,292.0201484673052,1245.3375,211.62153681454544,74.81951186334184,1076.66015625,1353.3562499999998
glpe_impact_only,BipedalWalker-v3,7000000,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",277.53749107669637,29.913886407373635,10.576155965148994,255.96442069149663,296.27399524789314,1216.56875,215.0282611331299,76.02397079699394,1047.1165624999999,1341.7450000000001
glpe_impact_only,HalfCheetah-v5,0,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",-1.632566944655413,0.7213865861889938,0.25504867347562565,-2.157614738448911,-1.18432528913348,1000.0,0.0,0.0,1000.0,1000.0
glpe_impact_only,HalfCheetah-v5,163840,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",33.10361480507223,95.22947126545483,33.66870245030629,-11.918535470025077,108.00850194306072,1000.0,0.0,0.0,1000.0,1000.0
glpe_impact_only,HalfCheetah-v5,311296,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",422.2419829950995,410.9584530120954,145.29575445539288,152.42399607525147,721.4119076479526,1000.0,0.0,0.0,1000.0,1000.0
glpe_impact_only,HalfCheetah-v5,458752,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",1019.8182889597167,472.35578964190057,167.00299099425712,720.5411323091417,1356.650878682771,1000.0,0.0,0.0,1000.0,1000.0
glpe_impact_only,HalfCheetah-v5,606208,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",1570.7792658195162,389.8443923368459,137.83080671446632,1308.6296503458623,1840.2809861071773,1000.0,0.0,0.0,1000.0,1000.0
glpe_impact_only,HalfCheetah-v5,753664,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",1706.7117460921909,403.19380252112853,142.55053594753983,1450.6469913756034,1995.69174699281,1000.0,0.0,0.0,1000.0,1000.0
glpe_impact_only,HalfCheetah-v5,901120,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",1848.7673583864569,415.1908176833088,146.79212133512758,1559.3631679937887,2137.661079565321,1000.0,0.0,0.0,1000.0,1000.0
glpe_impact_only,HalfCheetah-v5,1064960,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",2047.6460566229498,327.1242868745868,115.65590076991691,1813.256061760657,2264.721440718201,1000.0,0.0,0.0,1000.0,1000.0
glpe_impact_only,HalfCheetah-v5,1212416,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",2315.24633274868,465.82793830627423,164.6950470212576,1963.715064491004,2610.7332111151813,1000.0,0.0,0.0,1000.0,1000.0
glpe_impact_only,HalfCheetah-v5,1359872,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",2475.2720804550395,429.3772445901348,151.80778066843956,2145.8332568175642,2746.150521430779,1000.0,0.0,0.0,1000.0,1000.0
glpe_impact_only,HalfCheetah-v5,1507328,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",2757.9096780212167,523.2114535170444,184.9831833881861,2358.550838562255,3093.362648978792,1000.0,0.0,0.0,1000.0,1000.0
glpe_impact_only,HalfCheetah-v5,3014656,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",3925.315714342383,248.55303402350947,87.8767679212571,3745.5634676343207,4085.744305394046,1000.0,0.0,0.0,1000.0,1000.0
glpe_impact_only,HalfCheetah-v5,4521984,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",4370.418531250829,185.4577124352735,65.56920304316328,4241.368511731692,4508.248083083916,1000.0,0.0,0.0,1000.0,1000.0
glpe_impact_only,HalfCheetah-v5,6029312,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",4940.843375538463,291.0830869681273,102.91341234193818,4740.066290999601,5140.524214325592,1000.0,0.0,0.0,1000.0,1000.0
glpe_impact_only,HalfCheetah-v5,7536640,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",5235.036556317957,262.595000130987,92.84135264915162,5030.172524930545,5397.845386079847,1000.0,0.0,0.0,1000.0,1000.0
glpe_impact_only,HalfCheetah-v5,9043968,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",5610.717065764654,403.90488937375744,142.80194311529308,5276.1330588394085,5835.028306307164,1000.0,0.0,0.0,1000.0,1000.0
glpe_impact_only,HalfCheetah-v5,10551296,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",5986.3071348576,460.5935465500035,162.8444100681346,5656.256680423802,6277.528676886824,1000.0,0.0,0.0,1000.0,1000.0
glpe_impact_only,HalfCheetah-v5,12058624,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",6314.77290609735,484.96034769385045,171.45937523045376,5950.066862493173,6612.374690366051,1000.0,0.0,0.0,1000.0,1000.0
glpe_impact_only,HalfCheetah-v5,13565952,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",6639.368622268301,485.9656782737482,171.8148132656437,6269.585748924901,6950.0261653601565,1000.0,0.0,0.0,1000.0,1000.0
glpe_impact_only,HalfCheetah-v5,15000000,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",6816.486391209157,527.2199806339675,186.4004117416593,6440.1965883101375,7161.467742828813,1000.0,0.0,0.0,1000.0,1000.0
glpe_impact_only,Humanoid-v5,0,latest_ckpt,20,5,5,"0,1,2,3,4",181.53857973565655,74.73928434478556,33.42442407692527,129.09285583097122,257.0890752574402,39.33,15.821965743863812,7.075798188190501,27.939999999999998,55.28000000000001
glpe_impact_only,Humanoid-v5,311296,latest_ckpt,20,5,5,"0,1,2,3,4",391.0418095797205,29.789190078547122,13.322130802058732,365.61526110763714,416.0100117452927,73.77,5.9669590244948045,2.668505199545243,68.69999999999999,78.74
glpe_impact_only,Humanoid-v5,606208,latest_ckpt,20,5,5,"0,1,2,3,4",401.6057534710427,34.94316032362804,15.62705636646117,374.66767643153014,435.6770473508092,75.02,7.259931129149916,3.2467399033492033,69.72,81.78999999999999
glpe_impact_only,Humanoid-v5,901120,latest_ckpt,20,5,5,"0,1,2,3,4",398.2486343246816,14.417552922437508,6.447725680754204,387.074034249238,411.1503348339112,75.33,3.9576002829997865,1.7698926521119855,72.45000000000002,79.25000000000001
glpe_impact_only,Humanoid-v5,1212416,latest_ckpt,20,5,5,"0,1,2,3,4",426.867909538735,14.39155138140436,6.43609743810023,415.4604675031152,440.20754974813264,80.7,2.9252350332921973,1.3082048769210426,78.25,83.15
glpe_impact_only,Humanoid-v5,1507328,latest_ckpt,20,5,5,"0,1,2,3,4",436.0630140155896,18.510507224166403,8.278150490247402,423.6805129640025,454.847810956817,82.58,2.679664158061602,1.1983822428590964,80.78,85.23999999999998
glpe_impact_only,Humanoid-v5,1802240,latest_ckpt,20,5,5,"0,1,2,3,4",463.18866200445,38.33170557248538,17.142459870716962,430.0244407847108,496.0185676243747,86.7,5.8281214812321815,2.6064151626323846,81.6,91.78
glpe_impact_only,Humanoid-v5,2113536,latest_ckpt,20,5,5,"0,1,2,3,4",577.0207584493056,228.6226278931794,102.24314743275774,438.1802282056289,801.899062615736,104.59,37.13978190566013,16.609415402114546,83.3,141.5
glpe_impact_only,Humanoid-v5,2408448,latest_ckpt,20,5,5,"0,1,2,3,4",606.6682629093967,257.5797694734984,115.19317483429353,435.9812344375192,866.3345388224959,111.67,46.40460752985634,20.752771381191476,83.21,157.67000000000002
glpe_impact_only,Humanoid-v5,2703360,latest_ckpt,20,5,5,"0,1,2,3,4",571.5376036124359,166.5853287678101,74.49922383579492,456.5084458351559,732.8259113308553,106.44,29.76906783894988,13.313131862938938,85.94,136.55
glpe_impact_only,Humanoid-v5,3014656,latest_ckpt,20,5,5,"0,1,2,3,4",533.4028885071738,129.53934056432323,57.931754252464536,437.6377425693098,652.9776293995444,97.83,21.37474210370736,9.559075269083301,82.08999999999999,118.66
glpe_impact_only,Humanoid-v5,6029312,latest_ckpt,20,5,5,"0,1,2,3,4",786.8214669805136,386.30507110111256,172.76087980699543,481.9631138119985,1164.7862294450094,138.21,59.12671477428794,26.44227070430979,90.92999999999999,195.32
glpe_impact_only,Humanoid-v5,9043968,latest_ckpt,20,5,5,"0,1,2,3,4",734.5850790041421,320.18834385251296,143.19258049145915,509.22784329932404,1057.4168388489763,134.67000000000002,55.236587512264,24.70255290450766,96.60999999999999,191.32999999999998
glpe_impact_only,Humanoid-v5,12058624,latest_ckpt,20,5,5,"0,1,2,3,4",717.3856501701864,247.46126862883705,110.66804369048316,526.023475406263,951.319723687781,133.66,38.97082755087452,17.42828390863541,101.08999999999999,167.06
glpe_impact_only,Humanoid-v5,15073280,latest_ckpt,20,5,5,"0,1,2,3,4",968.3923756868775,569.6367812624924,254.74931307742227,513.740271733501,1520.8818114931482,177.82,94.8530421230653,42.41957001196499,102.50999999999999,270.65
glpe_impact_only,Humanoid-v5,18087936,latest_ckpt,20,5,5,"0,1,2,3,4",1234.203751583568,839.7736381851007,375.5581881388396,571.2854728159697,2040.7013055053485,224.63,144.385593464168,64.5712003915058,110.54,363.31000000000006
glpe_impact_only,Humanoid-v5,21102592,latest_ckpt,20,5,5,"0,1,2,3,4",1183.5158071658723,774.4135272795003,346.3282579384701,528.37776281624,1838.6538515155048,207.93,126.45091775072257,56.55056958157009,100.68,314.64000000000004
glpe_impact_only,Humanoid-v5,24117248,latest_ckpt,20,5,5,"0,1,2,3,4",844.4318365103329,419.2843114204387,187.50964444705846,487.71070535362867,1221.2677824182924,156.29,73.39614703783843,32.82375481263531,93.89000000000001,222.08999999999997
glpe_impact_only,Humanoid-v5,27131904,latest_ckpt,20,5,5,"0,1,2,3,4",841.1298444483455,468.3589770351466,209.45650210457015,468.37377657403005,1303.3802162643074,152.18,71.60839755224244,32.02424893732873,92.77000000000001,219.01
glpe_impact_only,Humanoid-v5,30000000,latest_ckpt,20,5,5,"0,1,2,3,4",951.9236700312417,807.0665742612736,360.93114448321796,377.03655522787005,1708.2215862150138,175.96,136.48453538771344,61.037739800880566,75.36,313.69
glpe_impact_only,MountainCar-v0,0,latest_ckpt,20,10,10,"0,1,2,3,4,5,6,7,8,9",-200.0,0.0,0.0,-200.0,-200.0,200.0,0.0,0.0,200.0,200.0
glpe_impact_only,MountainCar-v0,32768,latest_ckpt,20,10,10,"0,1,2,3,4,5,6,7,8,9",-195.2,11.484511308714879,3.6317213549500176,-200.0,-187.20000000000002,195.2,11.484511308714879,3.6317213549500176,187.45999999999998,200.0
glpe_impact_only,MountainCar-v0,65536,latest_ckpt,20,10,10,"0,1,2,3,4,5,6,7,8,9",-185.82,28.547287086516643,9.027444821210484,-200.0,-165.28000000000003,185.82,28.547287086516643,9.027444821210484,166.74,200.0
glpe_impact_only,MountainCar-v0,98304,latest_ckpt,20,10,10,"0,1,2,3,4,5,6,7,8,9",-185.515,23.517005017646277,7.43672996013705,-200.0,-170.4218750000001,185.515,23.517005017646277,7.43672996013705,169.51999999999998,200.0
glpe_impact_only,MountainCar-v0,131072,latest_ckpt,20,10,10,"0,1,2,3,4,5,6,7,8,9",-177.39,31.419013351790664,9.935564402689964,-196.31,-157.03037500000005,177.39,31.419013351790664,9.935564402689964,156.625,194.37237499999998
glpe_impact_only,MountainCar-v0,163840,latest_ckpt,20,10,10,"0,1,2,3,4,5,6,7,8,9",-167.93,33.14224796238179,10.480499033920092,-187.73499999999999,-148.05400000000003,167.93,33.14224796238179,10.480499033920092,148.721,188.35
glpe_impact_only,MountainCar-v0,180224,latest_ckpt,20,10,10,"0,1,2,3,4,5,6,7,8,9",-164.7,36.067873516468914,11.405663067090837,-186.565,-143.27725000000004,164.7,36.067873516468914,11.405663067090837,141.73999999999998,185.9994999999999
glpe_impact_only,MountainCar-v0,212992,latest_ckpt,20,10,10,"0,1,2,3,4,5,6,7,8,9",-153.995,31.952186544898616,10.104168570446557,-174.50362500000003,-134.26875,153.995,31.952186544898616,10.104168570446557,135.289,174.81837499999997
glpe_impact_only,MountainCar-v0,245760,latest_ckpt,20,10,10,"0,1,2,3,4,5,6,7,8,9",-144.69,30.508308704351343,9.647574306529076,-164.18087500000001,-127.60537500000004,144.69,30.508308704351343,9.647574306529076,126.56825,164.33575
glpe_impact_only,MountainCar-v0,278528,latest_ckpt,20,10,10,"0,1,2,3,4,5,6,7,8,9",-141.865,33.128470006929085,10.476142061847003,-162.805875,-122.06475000000002,141.865,33.128470006929085,10.476142061847003,122.68787500000002,163.18012499999998
glpe_impact_only,MountainCar-v0,311296,latest_ckpt,20,10,10,"0,1,2,3,4,5,6,7,8,9",-139.065,34.36071921540642,10.865813476219808,-161.42375,-118.81887500000002,139.065,34.36071921540642,10.865813476219808,118.77250000000001,162.196375
glpe_impact_only,MountainCar-v0,622592,latest_ckpt,20,10,10,"0,1,2,3,4,5,6,7,8,9",-120.58,39.797187086526606,12.58497556612646,-150.025125,-99.859875,120.58,39.797187086526606,12.58497556612646,99.925,149.566375
glpe_impact_only,MountainCar-v0,933888,latest_ckpt,20,10,10,"0,1,2,3,4,5,6,7,8,9",-117.58,41.215447346838296,13.033468839875283,-148.345125,-96.80499999999999,117.58,41.215447346838296,13.033468839875283,96.78975,148.425
glpe_impact_only,MountainCar-v0,1245184,latest_ckpt,20,10,10,"0,1,2,3,4,5,6,7,8,9",-116.91499999999999,41.545072210792945,13.137705374227266,-147.965125,-96.015,116.91499999999999,41.545072210792945,13.137705374227266,96.01,147.990375
glpe_impact_only,MountainCar-v0,1556480,latest_ckpt,20,10,10,"0,1,2,3,4,5,6,7,8,9",-116.91,41.54721290291324,13.138382320514197,-148.050125,-96.064875,116.91,41.54721290291324,13.138382320514197,96.03999999999999,148.030125
glpe_impact_only,MountainCar-v0,1867776,latest_ckpt,20,10,10,"0,1,2,3,4,5,6,7,8,9",-118.23,40.999281701024955,12.965111260610144,-148.2205,-96.74475,118.23,40.999281701024955,12.965111260610144,96.739875,148.36050000000003
glpe_impact_only,MountainCar-v0,2179072,latest_ckpt,20,10,10,"0,1,2,3,4,5,6,7,8,9",-116.975,41.51550463381121,13.128355285411802,-148.07,-96.08000000000001,116.975,41.51550463381121,13.128355285411802,96.095,148.07999999999998
glpe_impact_only,MountainCar-v0,2490368,latest_ckpt,20,10,10,"0,1,2,3,4,5,6,7,8,9",-116.875,41.565016841088855,13.144012420109775,-147.98512499999998,-95.984875,116.875,41.565016841088855,13.144012420109775,95.969875,147.975125
glpe_impact_only,MountainCar-v0,2801664,latest_ckpt,20,10,10,"0,1,2,3,4,5,6,7,8,9",-117.285,41.3744187270347,13.083740004295406,-148.19075,-96.325,117.285,41.3744187270347,13.083740004295406,96.269875,148.045125
glpe_impact_only,MountainCar-v0,3000000,latest_ckpt,20,10,10,"0,1,2,3,4,5,6,7,8,9",-111.785,32.27440200840288,10.20606204664659,-132.73524999999998,-96.129875,111.785,32.27440200840288,10.20606204664659,96.144875,132.72274999999996
glpe_lp_only,Ant-v5,0,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",985.813282797613,5.890923801557273,2.0827560837671917,981.8888020688188,989.8655625978927,1000.0,0.0,0.0,1000.0,1000.0
glpe_lp_only,Ant-v5,163840,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",907.9513406082482,128.6500518521394,45.48466203232436,809.6122665995376,974.8777746652707,928.46875,137.0648750079228,48.45975129029438,820.44484375,991.36953125
glpe_lp_only,Ant-v5,311296,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",655.6069916789245,109.81545588373221,38.8256267672396,573.307853266652,726.1329299665066,637.025,109.00763161357098,38.54001775752055,558.76734375,705.20203125
glpe_lp_only,Ant-v5,458752,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",502.14312795316766,101.01254989314018,35.713329507191936,444.00893806594763,578.7343465767648,466.2625,77.9822485810072,27.570888391902603,420.02953125,527.2428124999999
glpe_lp_only,Ant-v5,606208,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",435.4694654008481,72.90817350182748,25.776931943533782,386.11712496972416,487.32071197218926,396.7125,68.5000171076621,24.21841330411119,350.5521875,447.37421875
glpe_lp_only,Ant-v5,753664,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",505.1872958873842,133.21556947497749,47.09881626769211,415.0093522815511,598.1740859248407,457.0875,140.31291759403337,49.60810775940511,352.57937499999997,548.0775
glpe_lp_only,Ant-v5,901120,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",562.6230235040906,155.03886924325073,54.81451789469852,459.3750948846702,669.152829057331,493.175,158.28206823579228,55.96116189488028,388.2125,604.78421875
glpe_lp_only,Ant-v5,1064960,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",593.1000519260285,137.70746248419573,48.68694027128344,506.31199342380796,695.1077030326295,483.99375000000003,112.2028281659491,39.66969033222578,414.51250000000005,567.425
glpe_lp_only,Ant-v5,1212416,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",647.6665822566786,97.37125194429366,34.42593627121692,579.0915647367287,715.6763667529345,516.7375,101.43589647531093,35.863005126714484,447.44546875000003,583.5978124999999
glpe_lp_only,Ant-v5,1359872,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",688.2747307638881,162.86353644175605,57.58095551299405,583.5373112525994,807.8977346154624,509.66249999999997,125.56559976263402,44.39414353795723,423.43125,595.8992187499999
glpe_lp_only,Ant-v5,1507328,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",758.2328696773816,216.0020323919399,76.36825092720849,622.7097847432257,913.0040874972499,567.26875,139.59879552108427,49.35562747921646,472.97625000000005,662.6062499999999
glpe_lp_only,Ant-v5,3014656,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",1636.8143485729977,381.09666231424484,134.73801710498114,1374.781607231053,1891.0836794378852,707.91875,107.75093078919319,38.095706920100426,632.0875000000001,776.4795312499999
glpe_lp_only,Ant-v5,4521984,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",2672.7524566219095,245.6480494858399,86.84970078834299,2490.227745284255,2830.030237646366,896.94375,45.74910817095235,16.174752310458647,866.92453125,931.03953125
glpe_lp_only,Ant-v5,6029312,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",3351.603222712194,487.03579960413936,172.1931582903497,3028.346624523813,3694.326212164371,931.49375,54.15680034342409,19.147320385100556,893.0184375,968.0114062499999
glpe_lp_only,Ant-v5,7536640,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",3828.280884307242,672.30541003525,237.6958572321638,3352.857814534792,4301.573818632205,945.39375,51.639855232538174,18.25744590720968,909.69265625,979.5026562500001
glpe_lp_only,Ant-v5,9043968,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",4230.080340629704,355.01710022899397,125.51749950455292,3978.279365747194,4468.991917755346,950.2875,35.51319957072298,12.555812119044704,926.11234375,974.2021874999999
glpe_lp_only,Ant-v5,10551296,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",4536.487982521871,723.6929223039454,255.8640864289145,3990.3814204639107,4945.269086654557,961.3125,62.32388060567152,22.03481930306554,913.70625,992.69375
glpe_lp_only,Ant-v5,12058624,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",4774.362946351308,717.5121017982985,253.67883638249464,4253.389825316202,5233.637463976632,951.69375,36.83053622250836,13.021560958836213,926.3356249999999,976.675625
glpe_lp_only,Ant-v5,13565952,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",4711.3652788985,1045.3639760062981,369.5919781210924,3952.850872251604,5354.054361472584,944.575,72.08812315492756,25.487000362930125,888.4749999999999,984.7459375000001
glpe_lp_only,Ant-v5,15000000,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",4599.470561661955,1293.7255019425822,457.4010377087849,3600.360990272232,5421.6937499741125,919.6,81.05554422740002,28.657462487980332,857.07796875,968.01296875
glpe_lp_only,BipedalWalker-v3,0,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",-87.42102945104034,32.72009487416575,11.568300483294898,-103.53982065309283,-62.739711440421054,298.625,492.46373533997405,174.11222337367644,100.07203125,676.9003124999999
glpe_lp_only,BipedalWalker-v3,81920,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",-34.23865758048903,30.51155594153949,10.787464055407634,-58.01374241976791,-17.852035253756537,1409.55625,424.2326583355382,149.98889475492737,1083.30625,1600.0
glpe_lp_only,BipedalWalker-v3,147456,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",-34.42722899871696,9.100847459491227,3.217635476575305,-40.24512380893039,-27.723649795984695,1555.6125,78.76557683245896,27.847836751150876,1494.1,1600.0
glpe_lp_only,BipedalWalker-v3,212992,latest_ckpt,20,8,8,"0,1,2,3,4,5,6,7",-30.02045089211074,51.47727603334163,18.1999654800938,-63.00383162975557,8.82329423289502,1442.1625,417.59877256015733,147.64346194623297,1126.4875,1600.0
